KODE;NORSK_BRUKSNAVN;SEKUNDAERT_FAGOMRAADE;FAGOMRAADE_NLK;REFUSJONSKATEGORI;REFUSJON_stat;REFUSJON_privat;STJERNEKODE;REFUSJONSKATEGORI_ENDRET
NPU57586;B-Flubromazolam;;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU57587;P-Flubromazolam;;Klinisk farmakologi;KF4;75,18;74,4;0;KF9 til KF4
NPU57588;U-Flubromazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57589;U-3-Metylklonazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57590;U-Deskloretizolam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57591;U-Nifoksipam (3-Hydroksydesmetylflunitrazepam);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57592;U-W-18;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57593;U-W-15;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57594;U-Valerylfentanyl;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57595;U-Okfentanyl;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57596;U-Despropionyl-4-fluorfentanyl;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57597;Hår-Kokaetylen;;Klinisk farmakologi;KF5;155,17;153,54;0;
NPU57599;U-Acetylnorfentanyl;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57600;Hår-Normorfin;;Klinisk farmakologi;KF5;155,17;153,54;0;
NPU57601;Hår-4-Hydroksymetamfetamin;;Klinisk farmakologi;KF5;155,17;153,54;0;
NPU57602;P-Gammahydroksysmørsyre (GHB);;Klinisk farmakologi;KF6;286,47;283,42;0;
NPU57604;P-Epstein-Barr virus (EBV) DNA;;Medisinsk mikrobiologi;MM8;434,8;415,86;0;
NPU57605;DNA-MT-TL1(3256C>T);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU57606;P-Humant immunsviktvirus-1 (HIV-1) p39 antistoff;;Medisinsk mikrobiologi;MM5;125,77;120,3;0;
NPU57607;P-Humant immunsviktvirus-1 (HIV-1) p55 antistoff;;Medisinsk mikrobiologi;MM5;125,77;120,3;0;
NPU57608;P-Humant immunsviktvirus-1 (HIV-1) gp160 antistoff;;Medisinsk mikrobiologi;MM5;125,77;120,3;0;
NPU57609;P-Humant immunsviktvirus-1 (HIV-1) p51 antistoff;;Medisinsk mikrobiologi;MM5;125,77;120,3;0;
NPU57610;P-Humant immunsviktvirus-1 (HIV-1) p66 antistoff;;Medisinsk mikrobiologi;MM5;125,77;120,3;0;
NPU57612;DNA-MT-TL1(3271T>C);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU57613;DNA-MT-CO1(7445A>G);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU57614;DNA-MT-TS1(7471_7472insC);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU57615;Sp-ELAV-like protein 4 (HuD) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57616;P-ELAV-like protein 4 (HuD) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57617;Sp-RNA-bindende protein NOVA-1 (Ri) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57618;P-RNA-bindende protein NOVA-1 (Ri) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57619;Sp-CDR2 (Yo) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57620;P-CDR2 (Yo) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57621;Sp-Amfifysin IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57622;P-Amfifysin IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57623;Sp-CRMP-5 (CV2) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57624;P-CRMP-5 (CV2) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57625;Sp- SOX-1 IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57626;P-SOX-1 IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;
NPU57627;Sp-Tr (DNER) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;IT4 til IT5
NPU57628;P-Tr (DNER) IgG;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;IT4 til IT5
NPU57629;DNA-MT-TK(8356T>C);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU57630;DNA-MT-ND5(13513G>A);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU57631;DNA-MT-ND6(14459G>A);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU57632;DNA-MT-ND1(3460G>A);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU57633;DNA-MT-ND4(11778G>A);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU57634;DNA-MT-ND6(14484T>C);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU57635;DNA-MT-ATP6(9185(T>C);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU57637;B-T celle reseptor repertoar (TCRVB);;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;
NPU57639;Kult-Bakterie DNA;;Medisinsk mikrobiologi;MM10;1347,53;1288,79;0;
NPU57640;Kult-Sopp DNA;;Medisinsk mikrobiologi;MM10;1347,53;1288,79;0;
NPU57641;Us-Bakterie-DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57642;Kult-Clostridioides difficile binært toksin CDT DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57643;P-Hepatitt C virus (HCV) antistoff+antigen;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU57644;Ery-Plasmodium (malaria) antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU57646;Sp-Escherichia coli DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57647;Us-Beta-glukan;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57648;Us-Minosyklin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU57650;Us-Clostridioides difficile binært toksin CDT DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57652;B-Betahydroksybutyrat (BHB);;Klinisk farmakologi;KF0;0,6;0,6;0;KF4 til KF0
NPU57653;Ery-Vel-antigen;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;IT3 til IT0
NPU57654;P-Erytrocytt Vel-antistoff 20 C;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;IT7 til IT0
NPU57655;P-Erytrocytt Vel-antistoff 37 C;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;IT7 til IT0
NPU57656;P-Erytrocytt Vel-antistoff 20 C titer;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;IT1 til IT0
NPU57657;P-Erytrocytt Vel-antistoff 37 C titer;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;IT1 til IT0
NPU57658;P-Pankreas øycelle (ICA) antistoff;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;IT2 til IT6
NPU57665;Us-VRE dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57666;Us-MRSA dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57667;Us-Streptococcus agalactiae (gruppe B streptokokker) dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57668;Us-Neisseria gonorrhoeae dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57669;Us-Listeria dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57670;Us-Helicobacter pylori dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57671;Us-Bordetella pertussis dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57672;F-Vibrio cholerae dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57673;Sekr-Gardnerella vaginalis dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57674;F-Enterobius vermicularis (barnemark);;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU57675;F-Escherichia coli (EHEC) dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57676;F-Escherichia coli (EPEC) dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57677;F-Escherichia coli (EIEC) dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57678;F-Escherichia coli (ETEC) dyrkning;;Medisinsk mikrobiologi;MM5;125,77;120,3;0;
NPU57679;P-Fibroblast vekstfaktor 21;;Medisinsk biokjemi;MB12;514,71;477,31;0;MB0 til MB12
NPU57681;DNA-CYP2C9-gen (NG_008385.1:g.47639A>C);;Klinisk farmakologi;KF5;155,17;153,54;0;MB10 til KF5
NPU57682;DNA-CYP2C9-gen (NG_008385.1:g.8633C>T);;Klinisk farmakologi;KF5;155,17;153,54;0;MB10 til KF5
NPU57683;P-Transplantasjonsforlikelighet DTT;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NPU57684;P-Transplantasjonsrelatert HLA-antistoff;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NPU57685;P-Lipoprotein(a), fastende pasient;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57686;P-Lipoprotein(a);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57687;P-Lipoprotein(a), fastende pasient;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57688;P-IgE matpanel (f1, f2, f3, f4, f13, f14);;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NPU57689;P-IgE nøttepanel (f13, f17, f18, f20, f36);;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NPU57690;P-IgE inhalasjonspanel sesong (g6, m2, m6, t3, w6);;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NPU57691;P-IgE inhalasjonspanel (t3, g6, w6, e1, e5, d1, e3, m2, d2, t9, w19);;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NPU57692;P-IgE inhalasjon+matpanel (f1, f2, f13, f24, e1, e5, d1, t3, g6, w1, w21);;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NPU57694;Us-Cefotetan+Kloksacillin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU57695;Us-Ampicillin+Sulbaktam;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU57696;Us-Avibaktam+Ceftazidim;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU57697;P-IgE sjømatpanel (f3, f24, f37, f40, f41);;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NPU57698;Sp-Escherichia coli K1 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU57699;Sp-Streptococcus agalactiae (gruppe B streptokokker) DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57700;P-IgE nøttepanel (f201, f202, f203, f256);;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NPU57701;P-IgE gnagerpanel (e6, e82, e84, e87, e88);;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NPU57702;B-Hydrogencyanid (HCN);;Klinisk farmakologi;KF9;809,17;800,58;0;
NPU57703;F-Helicobacter pylori DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57704;P-Nevrofilament lett kjede (NF-L);Immunologi og transfusjonsmedisin;Medisinsk biokjemi;MB13;1224,82;1135,76;0;MB2 til MB13
NPU57706;U-Zolpidem-6-karboksylsyre;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57715;Us-Trimetoprim+Sulfametoksazol;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU57725;U-Bentazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57726;U-Zaleplon;;Klinisk farmakologi;KF2;22,68;22,44;0;KF3 til KF2
NPU57727;U-Desmetylklobazam;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57728;U-Metylendioksyaminoindan (MDAI);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57729;U-2,5-Dimetoksy-4-propylfenetylamin (2C-P);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57730;F-Astrovirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57731;Hud-Trichophyton rubrum DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57732;Mageinnhold-Rotavirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57733;P-Deksametason;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57734;Sekr(Pharynx)-MRSA dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57736;Sekr(Nese)-MRSA dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57737;Hud-MRSA dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57739;U-5F-APINACA-N-(4-OH);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57740;U-JWH-210-N-COOH;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57741;U-JWH-250-N-COOH;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57742;Ery-Partiell D-antigen;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;IT1 til IT3
NPU57745;F-Cyclospora cayetanensis DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57746;Us-Campylobacter dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57747;Us-Shigella dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57748;U-Kortison;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NPU57749;P-C-peptid (360 min);;Medisinsk biokjemi;MB5;17,01;15,75;0;
NPU57750;B-CMV-IGRA positiv kontroll;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;IT0 til MM0
NPU57751;B-CMV-IGRA negativ kontroll;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;IT0 til MM0
NPU57752;B-CMV-IGRA konklusjon;;Medisinsk mikrobiologi;MM9;838,46;801,91;0;MM0 til MM9
NPU57753;Us-Salmonella dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57754;Us-Corynebacterium diphtheriae dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57755;Us-Plesiomonas dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57756;Us-Gardnerella vaginalis dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57757;Us-Burkholderia cepacia dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57758;Us-CD4 (T-hjelper-celler);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57759;Us-CD8 (T-cytotox-celler);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57760;Us-Vibrio dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57761;Us-Yersinia dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57762;P-Kalprotektin;;Medisinsk biokjemi;MB9;82,39;76,4;0;MB0 til MB9
NPU57765;Sp-Anaerob dyrkning, bakterier;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU57766;Us-Neisseria gonorrhoeae+Chlamydia trachomatis RNA;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU57774;Utåndingsluft-Etanol;;Klinisk farmakologi;KF0;0,6;0,6;0;KF4 til KF0
NPU57775;Us-Posakonazol;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU57776;Us-Micafungin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU57777;P-Humant immunsviktvirus-2 (HIV-2) gp140 antistoff;;Medisinsk mikrobiologi;MM5;125,77;120,3;0;
NPU57778;U-Mukopolysakkarider (tynnsjiktskromatografi);;Medisinsk biokjemi;MB12;514,71;477,31;0;
NPU57779;B-C3DC-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57780;B-TSH;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57781;DNA-HLA-DQA1*03 (cøliaki);;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;IT0 til IT5
NPU57783;B-C4-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57784;B-C5-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57785;B-C6-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57786;B-Homocystein;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57787;B-Metylmalonsyre (MMA);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57788;B-Isoleucin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57789;B-21-Deoksykortisol;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57790;B-Deoksykortisol;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57791;Us-Kingella kingae DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57792;DNA(B)-MT-TL1 gen(3252A>G);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57794;B-C12:1-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57795;B-C14:2-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57796;B-C16-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57797;B-C18-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57798;B-C18:2-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57800;Sp-Listeria monocytogenes DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57801;Us-Fosfomycin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU57802;Us-Enterovirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57803;DNA-MT-TL1 gen(3252A>G);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57804;P-HLA IgG;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NPU57805;BAL-Differensialtelling;;Medisinsk biokjemi;MB11;225,07;208,71;0;
NPU57813;P-IgE vepsegift (european paper wasp), i77;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU57814;P-IgE sukkerroe, w210;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU57815;P-IgE bougainvillea, k214;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU57816;P-IgE streptavidin, o212;;Immunologi og transfusjonsmedisin;IT4;60,23;59,87;0;IT2 til IT4
NPU57818;Us-Humant papillomavirus type 11 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57819;Us-Humant papillomavirus type 26 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57820;Us-Humant papillomavirus type 31 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57821;Us-Humant papillomavirus type 33 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57822;Us-Humant papillomavirus type 35 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57823;Us-Humant papillomavirus type 39 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57824;Us-Humant papillomavirus type 40 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57825;Us-Humant papillomavirus type 42 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57826;Us-Humant papillomavirus type 43 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57827;Us-Humant papillomavirus type 44 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57828;Us-Humant papillomavirus type 45 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57829;Us-Humant papillomavirus type 51 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57830;Us-Humant papillomavirus type 52 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57831;Us-Humant papillomavirus type 53 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57832;Us-Humant papillomavirus type 54 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57833;Us-Humant papillomavirus type 56 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57834;Us-Humant papillomavirus type 58 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57835;Us-Humant papillomavirus type 59 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57836;Us-Humant papillomavirus type 61 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57837;Us-Humant papillomavirus type 66 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57838;Us-Humant papillomavirus type 68 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57839;Us-Humant papillomavirus type 69 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57840;Us-Humant papillomavirus type 70 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57841;Us-Humant papillomavirus type 73 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57842;Us-Humant papillomavirus type 82 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57845;Us-Humant papillomavirus DNA (liste);;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57857;Us-Humant papillomavirus type 6 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57858;P-IgE rocuronium, c262;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;
NPU57859;P-IgE mot IgA;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;IT2 til IT8
NPU57860;Us-Anidulafungin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU57861;P-5-HIAA;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB2 til MB11
NPU57862;Hår-Trichophyton mentagrophytes DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57863;Negl-Trichophyton mentagrophytes DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57864;Avskrap-Trichophyton mentagrophytes DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57865;Hår-Trichophyton tonsurans DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57866;Negl-Trichophyton tonsurans DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57867;Avskrap-Trichophyton tonsurans DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57868;Hår-Trichophyton violaceum DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57869;Negl-Trichophyton violaceum DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57870;Avskrap-Trichophyton violaceum DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57871;Hår-Microsporum canis DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57872;Negl-Microsporum canis DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57873;Avskrap-Microsporum canis DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57874;Hår-Trichophyton rubrum DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57875;Negl-Trichophyton rubrum DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57876;Avskrap-Trichophyton rubrum DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57880;Us-Kalsitonin;;Medisinsk biokjemi;MB9;82,39;76,4;0;MB0 til MB9
NPU57881;P-Gastrin;;Medisinsk biokjemi;MB1;5,16;4,77;0;
NPU57883;P-Deksametason;Medisinsk biokjemi;Klinisk farmakologi;KF7;477,48;472,39;0;KF8 til KF7
NPU57884;P-Hydroksyalprazolam;Medisinsk biokjemi;Klinisk farmakologi;KF4;75,18;74,4;0;MB0 til KF4
NPU57885;P-Hydrokodon;Medisinsk biokjemi;Klinisk farmakologi;KF4;75,18;74,4;0;
NPU57892;Us-Neisseria gonorrhoeae+Chlamydia trachomatis DNA;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU57903;U-Plateepitel (Squamous epitelceller);;Medisinsk biokjemi;MB0;0,5;0,48;0;MB4 til MB0
NPU57904;U-Nyreepitel (tubulære epitelceller);;Medisinsk biokjemi;MB0;0,5;0,48;0;MB4 til MB0
NPU57905;U-Sylinder, cellulær type;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB4 til MB0
NPU57907;P-Vit K2 (Menakioner);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU57908;P-Interferon omega-1 antistoff;;Medisinsk biokjemi;MB11;225,07;208,71;0;
NPU57909;P-NACHT leucine-Rich repeat protein IgA;;Medisinsk biokjemi;MB11;225,07;208,71;0;
NPU57910;Us-Humant parainfluensavirus 2+4 RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57911;U-Dimetyltryptamin (DMT);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57912;U-Alfametyltryptamin (AMT);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57913;U-AH-7921;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57914;U-5-Aminopropylindol (5-IT);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57915;U-3-Fluoramfetamin (3-FA);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57916;U-2-Fluoramfetamin (2-FA);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57917;U-2,5-Dimetoksy-4-etylfenetylamin (2C-E);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57918;U-2,5-Dimetoksy-4-klorfenetylamin (2C-C);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57919;U-2-Aminoindan (2-AI);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57920;U-3,4-Diklormetylfenidat;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57921;U-Etylon (bk-MDEA);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57922;U-5-Jodaminoindan (5-IAI);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57923;U-Pentedron;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57924;U-4-MeO-PCP;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57925;U-5-MeO-MiPT;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57926;U-5-MeO-DIPT;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57927;U-5-Meo-DALT;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57928;U-25I-NBOMe;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57929;U-25C-NBOMe;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57930;U-25B-NBOMe;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57931;U-bk-2C-B;;Klinisk farmakologi;KF2;22,68;22,44;0;
