ICPC2B_ICD10_Kode;ICPC2_Kode;ICPC2B_tekst;icpc2_Kap;icpc2_type;ICPC2B_kode
J438;R95;Annet spesifisert emfysem;R;2;R950014
J432;R95;Centrilobulært emfysem;R;2;R950015
J441;R95;Kronisk obstruktiv lungesykdom med akutt uspesifisert forverring;R;2;R950016
J430;R95;MacLeods syndrom;R;2;R950017
J431;R95;Panlobulært emfysem;R;2;R950018
J459;R96;Astma;R;2;R960000
J451;R96;Astma aktivitetsutløst;R;2;R960001
J450;R96;Astma allergisk;R;2;R960002
J458;R96;Astma blandet type;R;2;R960003
J450;R96;Astma eksogen allergisk;R;2;R960004
J451;R96;Astma endogen ikke-allergisk;R;2;R960005
J459;R96;Astma sen symptomdebut;R;2;R960006
J459;R96;Astmabronkitt INA;R;2;R960007
J459;R96;Bronchitis asthmatica;R;2;R960008
J46;R96;Status asthmaticus;R;2;R960009
J304;R97;Allergisk rinitt;R;2;R970000
J303;R97;Allergisk rinitt helårs;R;2;R970001
J301;R97;Allergisk rinitt pollenutløst;R;2;R970002
J302;R97;Allergisk rinitt sesongavhengig IKA;R;2;R970003
J303;R97;Allergisk rinitt sesonguavhengig;R;2;R970004
J301;R97;Høyfeber;R;2;R970005
J301;R97;Høysnue;R;2;R970006
J300;R97;Rinitt vasomotorisk;R;2;R970007
R064;R98;Hyperventileringssyndrom;R;2;R980000
R064;R98;Hyperventilering;R;2;R980001
J989;R99;Luftveissykdom IKA;R;2;R990000
J390;R99;Abscess retrofareyngeal;R;2;R990001
J679;R99;Allergisk alveolitt (eksogen);R;2;R990002
J80;R99;ARDS (akutt respiratorisk distress-syndrom);R;2;R990003
J61;R99;Asbestose;R;2;R990004
J981;R99;Atelektase lunge;R;2;R990005
J47;R99;Bronkiektasi;R;2;R990006
J670;R99;Farmer's lung;R;2;R990007
J679;R99;Hypersensivitetspneumonitt;R;2;R990008
J393;R99;Hypersensivitetsreaksjon øvre luftv;R;2;R990009
J382;R99;Knute på stemmebånd;R;2;R990010
J385;R99;Larynksspasme;R;2;R990011
J384;R99;Larynksødem;R;2;R990012
J989;R99;Luftveissykdom IKA INA;R;2;R990013
J841;R99;Lungefibrose INA;R;2;R990014
J981;R99;Lungekollaps;R;2;R990015
J348;R99;Nasalstenose;R;2;R990016
J348;R99;Nese septumdefekt;R;2;R990017
J342;R99;Nese septumdeviasjon;R;2;R990018
J343;R99;Nesemuslinger hypertrofiske;R;2;R990019
J339;R99;Nesepolypp;R;2;R990020
J929;R99;Pleuraplakk;R;2;R990021
J64;R99;Pneumokoniose INA;R;2;R990022
J60;R99;Pneumokoniose kullstøv;R;2;R990023
J61;R99;Pneumokoniose mineralfibre;R;2;R990024
J61;R99;Pneumokoniose stenstøv;R;2;R990025
J690;R99;Pneumoni aspirasjon;R;2;R990026
J689;R99;Pneumonitt kjemisk eksposisjon;R;2;R990027
J679;R99;Pneumonitt organisk støv;R;2;R990028
J939;R99;Pneumotoraks spontan;R;2;R990029
J330;R99;Polypp nesehulen;R;2;R990030
J381;R99;Polypp stemmebånd;R;2;R990031
J80;R99;RDS (respiratory distress syndrome);R;2;R990032
J960;R99;Respirasjonssvikt akutt;R;2;R990033
J969;R99;Respirasjonssvikt INA;R;2;R990034
J80;R99;Respiratory distress syndrome (ARDS);R;2;R990035
J348;R99;Rhinitis sicca;R;2;R990036
J342;R99;Septum nasi deviasjon;R;2;R990037
J348;R99;Septumdefekt nese;R;2;R990038
J628;R99;Silikose;R;2;R990039
J342;R99;Skjev neseskillevegg;R;2;R990040
J382;R99;Stemmebåndsknute;R;2;R990041
J380;R99;Stemmebåndsparese;R;2;R990042
J64;R99;Støvlunge INA;R;2;R990043
J670;R99;Treskelunge;R;2;R990044
J702;R99;Akutt legemiddelutløst interstitiell lungesykdom;R;2;R990045
J700;R99;Akutt pulmonal manifestasjon forårsaket av stråling;R;2;R990046
J9600;R99;Akutt respirasjonssvikt av type I [hypoksi uten hyperkapni];R;2;R990047
J9601;R99;Akutt respirasjonssvikt av type II [hypoksi med hyperkapni];R;2;R990048
J9609;R99;Akutt respirasjonssvikt av uspesifisert type;R;2;R990049
J630;R99;Aluminiose i lunge;R;2;R990050
J840;R99;Alveolær eller parietoalveolær sykdom;R;2;R990051
J391;R99;Annen abscess eller cellulitt i svelg;R;2;R990052
J683;R99;Annen akutt eller subakutt lungesykdom forårsaket av kjemikalier, gass, røyk eller damp;R;2;R990053
J984;R99;Annen lungeforstyrrelse;R;2;R990054
J338;R99;Annen polypp i bihule;R;2;R990055
J848;R99;Annen spesifisert interstitiell lungesykdom;R;2;R990056
J938;R99;Annen spesifisert pneumotoraks;R;2;R990057
J398;R99;Annen spesifisert sykdom i øvre luftveier;R;2;R990058
J988;R99;Annen spesifisert åndedrettsforstyrrelse;R;2;R990059
J688;R99;Annen spesifisert åndedrettstilstand som skyldes innånding av kjemikalier, gass, røyk eller damp;R;2;R990060
J931;R99;Annen spontanpneumotoraks;R;2;R990061
J387;R99;Annen sykdom i strupehode;R;2;R990062
J392;R99;Annen sykdom i svelg;R;2;R990063
J383;R99;Annen sykdom på stemmebånd;R;2;R990064
J671;R99;Bagassose;R;2;R990065
J631;R99;Bauxittfibrose i lunge;R;2;R990066
J632;R99;Berylliose;R;2;R990067
J680;R99;Bronkitt eller pneumonitt som skyldes kjemikalier, gass, røyk eller damp;R;2;R990068
J660;R99;Byssinose;R;2;R990069
J662;R99;Cannabinose;R;2;R990070
J341;R99;Cyste eller mukocele i nesehule eller nesebihule;R;2;R990071
Z902;R99;Ervervet tap av lunge eller del av lunge;R;2;R990072
J986;R99;Forstyrrelse i mellomgulv;R;2;R990073
J672;R99;Fugleelskerlunge;R;2;R990074
J633;R99;Grafittfibrose i lunge;R;2;R990075
J682;R99;Inflammasjon i øvre luftveier forårsaket av kjemikalier, gass, røyk eller damp, ikke klassifisert annet sted;R;2;R990076
J982;R99;Interstitielt emfysem;R;2;R990077
J983;R99;Kompensatorisk emfysem;R;2;R990078
J701;R99;Kronisk eller annen pulmonal manifestasjon forårsaket av stråling;R;2;R990079
J703;R99;Kronisk legemiddelutløst interstitiell lungesykdom;R;2;R990080
J684;R99;Kronisk lungesykdom forårsaket av kjemikalier, gass, røyk eller damp;R;2;R990081
J961;R99;Kronisk respirasjonssvikt;R;2;R990082
J9610;R99;Kronisk respirasjonssvikt av type I [hypoksi uten hyperkapni];R;2;R990083
J9611;R99;Kronisk respirasjonssvikt av type II [hypoksi med hyperkapni];R;2;R990084
J9619;R99;Kronisk respirasjonssvikt av uspesifisert type;R;2;R990085
J386;R99;Larynksstenose;R;2;R990086
J661;R99;Linarbeidersykdom;R;2;R990087
J677;R99;Luftkondisjonerings- eller luftfukterlunge;R;2;R990088
J82;R99;Lungeeosinofili ikke klassifisert annet sted;R;2;R990089
J678;R99;Lungesykdom som skyldes annet spesifisert organisk støv;R;2;R990090
J81;R99;Lungeødem;R;2;R990091
J681;R99;Lungeødem forårsaket av kjemikalier, gass, røyk eller damp;R;2;R990092
J676;R99;Lønneavbarkingslunge;R;2;R990093
J674;R99;Maltarbeiderlunge;R;2;R990094
J920;R99;Pleuraplakk med tilstedeværelse av asbest;R;2;R990095
J65;R99;Pneumokoniose i forbindelse med tuberkulose;R;2;R990096
J638;R99;Pneumokoniose som skyldes annet spesifisert uorganisk støv;R;2;R990097
J620;R99;Pneumokoniose som skyldes talkum;R;2;R990098
J698;R99;Pneumoni forårsaket av annet fast stoff eller væske;R;2;R990099
J691;R99;Pneumoni forårsaket av oljer eller essenser;R;2;R990100
J331;R99;Polypoid bihuledegenerasjon;R;2;R990101
J990;R99;Revmatoid lungesykdom IKA;R;2;R990102
J634;R99;Siderose;R;2;R990103
J675;R99;Soppdyrkerlunge;R;2;R990104
J930;R99;Spontan overtrykkspneumotoraks;R;2;R990105
J635;R99;Stannose;R;2;R990106
J673;R99;Suberose;R;2;R990107
J980;R99;Sykdom i bronkier, ikke klassifisert annet sted;R;2;R990108
J985;R99;Sykdom i mediastinum, ikke klassifisert annet sted;R;2;R990109
J849;R99;Uspesifisert interstitiell lungesykdom;R;2;R990110
J704;R99;Uspesifisert legemiddelutløst interstitiell lungesykdom;R;2;R990111
J9690;R99;Uspesifisert respirasjonssvikt av type I [hypoksi uten hyperkapni];R;2;R990112
J9691;R99;Uspesifisert respirasjonssvikt av type II [hypoksi med hyperkapni];R;2;R990113
J9699;R99;Uspesifisert respirasjonssvikt av uspesifisert type;R;2;R990114
J399;R99;Uspesifisert sykdom i øvre luftveier;R;2;R990115
J991;R99;Åndedrettsforstyrrelse ved annen diffus bindevevssykdom;R;2;R990116
J998;R99;Åndedrettsforstyrrelse ved annen sykdom klassifisert annet sted;R;2;R990117
J708;R99;Åndedrettstilstand forårsaket av annet spesifisert ytre stoff;R;2;R990118
J709;R99;Åndedrettstilstand forårsaket av uspesifisert ytre stoff;R;2;R990119
U072;R991;Covid-19 (mistenkt/sannsynlig);R;2;R9910000
U072;R991;Covid-19 uten påvist virus;R;2;R9910001
U071;R992;Covid-19 (bekreftet);R;2;R9920000
U071;R992;Covid med påvist virus;R;2;R9920001
U07;R993;Utbruddssykdom definert av FHI, luftveier;R;2;R9930000
U07;R994;Utbruddssykdom definert av FHI, luftveier;R;2;R9940000
U07;R995;Utbruddssykdom definert av FHI, luftveier;R;2;R9950000
U07;R996;Utbruddssykdom definert av FHI, luftveier;R;2;R9960000
U07;R997;Utbruddssykdom definert av FHI, luftveier;R;2;R9970000
U07;R998;Utbruddssykdom definert av FHI, luftveier;R;2;R9980000
U07;R999;Utbruddssykdom definert av FHI, luftveier;R;2;R9990000
R208;S01;Smerte/ømhet i huden;S;1;S010000
R208;S01;Smerte hud;S;1;S010001
R208;S01;Svie hud;S;1;S010002
R208;S01;Sårhet hud;S;1;S010003
R208;S01;Ømhet hud;S;1;S010004
L299;S02;Hudkløe;S;1;S020000
L299;S02;Hudirritasjon;S;1;S020001
L298;S02;Kløe hodebunn;S;1;S020002
L298;S02;Hudkløe penis;S;1;S020003
L298;S02;Prurigo;S;1;S020004
L299;S02;Pruritus INA;S;1;S020005
L298;S02;Senil kløe;S;1;S020006
B07;S03;Vorter;S;1;S030000
B07;S03;Fotvorte;S;1;S030001
B07;S03;Verruca plana;S;1;S030002
B07;S03;Verruca plantaris;S;1;S030003
B07;S03;Verruca simplex;S;1;S030004
B07;S03;Verruca vulgaris;S;1;S030005
B07;S03;Virusvorte;S;1;S030006
B07;S03;Vorte fingre;S;1;S030007
B07;S03;Vorte fot;S;1;S030008
B07;S03;Vorte hud;S;1;S030009
B07;S03;Vorte multiple;S;1;S030010
R229;S04;Lokalisert hevelse/kul i huden;S;1;S040000
R229;S04;Hevelse hud lokalisert;S;1;S040001
R229;S04;Hudpapel lokalisert;S;1;S040002
R229;S04;Kul i hud/underhud lokalisert;S;1;S040003
R229;S04;Papel lokalisert;S;1;S040004
R221;S04;Lokalisert hevelse, oppfylling eller kul på hals;S;1;S040005
R220;S04;Lokalisert hevelse, oppfylling eller kul på hode;S;1;S040006
R223;S04;Lokalisert hevelse, oppfylling eller kul på overekstremitet;S;1;S040007
R222;S04;Lokalisert hevelse, oppfylling eller kul på trunkus;S;1;S040008
R224;S04;Lokalisert hevelse, oppfylling eller kul på underekstremitet;S;1;S040009
R227;S05;Utbredte hevelser/kuler i huden;S;1;S050000
R227;S05;Hevelse hud utbredt;S;1;S050001
R227;S05;Hudpapler utbredt;S;1;S050002
R227;S05;Kuler i hud/underhud utbredt;S;1;S050003
R227;S05;Papler utbredt;S;1;S050004
R21;S06;Lokalisert utslett i huden;S;1;S060000
R21;S06;Blemme lokalisert;S;1;S060001
R21;S06;Erytem lokalisert;S;1;S060002
R21;S06;Rødhet hud lokalisert;S;1;S060003
R21;S07;Utbredt utslett i huden;S;1;S070000
R21;S07;Blemmer utbredt;S;1;S070001
R21;S07;Eksantem IKA;S;1;S070002
L539;S07;Erytem INA;S;1;S070003
L539;S07;Erytem utbredt;S;1;S070004
R21;S07;Rødhet hud utbredt;S;1;S070005
R238;S08;Forandring av hudfargen IKA;S;1;S080000
R231;S08;Blekhet;S;1;S080001
L813;S08;Café-au-lait flekker;S;1;S080002
R230;S08;Cyanose;S;1;S080003
L812;S08;Fregner;S;1;S080004
L810;S08;Hyperpigmentering postinflammatorisk;S;1;S080005
L811;S08;Kloasme;S;1;S080006
R232;S08;Rødming eksessiv;S;1;S080007
R232;S08;Rødming;S;1;S080008
L030;S09;Infeksjon i finger/tå;S;1;S090000
L030;S09;Cellulitt finger;S;1;S090001
L030;S09;Cellulitt tå;S;1;S090002
L030;S09;Infeksjon finger;S;1;S090003
L030;S09;Infeksjon neglerot;S;1;S090004
L030;S09;Infeksjon tå;S;1;S090005
L030;S09;Negleinfeksjon;S;1;S090006
L030;S09;Neglerotbetennelse;S;1;S090007
L030;S09;Paronyki;S;1;S090008
L029;S10;Abscess/furunkel;S;1;S100000
L029;S10;Abscess hud;S;1;S100001
L029;S10;Byll;S;1;S100002
L029;S10;Furunkel;S;1;S100003
L029;S10;Furunkulose;S;1;S100004
L029;S10;Karbunkel;S;1;S100005
L029;S10;Kvise IKA;S;1;S100006
L020;S10;Kutan abscess, furunkel eller karbunkel i ansikt;S;1;S100007
L028;S10;Kutan abscess, furunkel eller karbunkel med annen spesifisert lokalisasjon;S;1;S100008
L024;S10;Kutan abscess, furunkel eller karbunkel på ekstremitet;S;1;S100009
L021;S10;Kutan abscess, furunkel eller karbunkel på hals;S;1;S100010
L023;S10;Kutan abscess, furunkel eller karbunkel på sete;S;1;S100011
L022;S10;Kutan abscess, furunkel eller karbunkel på trunkus;S;1;S100012
T793;S11;Hudinfeksjon posttraumatisk;S;1;S110000
T793;S11;Hudinfeksjon etter skade;S;1;S110001
T140;S12;Insektstikk/bitt;S;1;S120000
T140;S12;Bistikk;S;1;S120001
T140;S12;Bitt insekt;S;1;S120002
T140;S12;Stikk insekt;S;1;S120003
T140;S12;Vepsestikk;S;1;S120004
T141;S13;Bitt av dyr/menneske;S;1;S130000
T141;S13;Bitt av dyr;S;1;S130001
T141;S13;Bitt av menneske;S;1;S130002
T141;S13;Bitt av orm/slange;S;1;S130003
T141;S13;Huggormbitt;S;1;S130004
T141;S13;Hundebitt;S;1;S130005
T300;S14;Forbrenning/skålding;S;1;S140000
T302;S14;Brannskade andre grad;S;1;S140001
T301;S14;Brannskade første grad;S;1;S140002
T300;S14;Brannskade INA;S;1;S140003
T303;S14;Brannskade tredje grad;S;1;S140004
T300;S14;Combustio;S;1;S140005
T306;S14;Etseskade andre grad;S;1;S140006
T305;S14;Etseskade første grad;S;1;S140007
T304;S14;Etseskade INA;S;1;S140008
T307;S14;Etseskade tredje grad;S;1;S140009
T300;S14;Forbrenning;S;1;S140010
T300;S14;Skålding;S;1;S140011
T252;S14;Brannskade av andre grad på ankel eller fot;S;1;S140012
T202;S14;Brannskade av andre grad på hode eller hals;S;1;S140013
T242;S14;Brannskade av andre grad på hofte eller underekstremitet unntatt ankel og fot;S;1;S140014
T232;S14;Brannskade av andre grad på håndledd eller hånd;S;1;S140015
T222;S14;Brannskade av andre grad på skulder eller overekstremitet unntatt håndledd og hånd;S;1;S140016
T212;S14;Brannskade av andre grad på trunkus;S;1;S140017
T251;S14;Brannskade av første grad på ankel eller fot;S;1;S140018
T201;S14;Brannskade av første grad på hode eller hals;S;1;S140019
T241;S14;Brannskade av første grad på hofte eller underekstremitet unntatt ankel og fot;S;1;S140020
T231;S14;Brannskade av første grad på håndledd eller hånd;S;1;S140021
T221;S14;Brannskade av første grad på skulder eller overekstremitet unntatt håndledd og hånd;S;1;S140022
T211;S14;Brannskade av første grad på trunkus;S;1;S140023
T253;S14;Brannskade av tredje grad på ankel eller fot;S;1;S140024
T203;S14;Brannskade av tredje grad på hode eller hals;S;1;S140025
T243;S14;Brannskade av tredje grad på hofte eller underekstremitet unntatt ankel og fot;S;1;S140026
T233;S14;Brannskade av tredje grad på håndledd eller hånd;S;1;S140027
T223;S14;Brannskade av tredje grad på skulder eller overekstremitet unntatt håndledd og hånd;S;1;S140028
T213;S14;Brannskade av tredje grad på trunkus;S;1;S140029
T250;S14;Brannskade av uspesifisert grad på ankel eller fot;S;1;S140030
T200;S14;Brannskade av uspesifisert grad på hode eller hals;S;1;S140031
T240;S14;Brannskade av uspesifisert grad på hofte eller underekstremitet unntatt ankel og fot;S;1;S140032
T230;S14;Brannskade av uspesifisert grad på håndledd eller hånd;S;1;S140033
T220;S14;Brannskade av uspesifisert grad på skulder eller overekstremitet unntatt håndledd og hånd;S;1;S140034
T210;S14;Brannskade av uspesifisert grad på trunkus;S;1;S140035
T311;S14;Brannskade som omfatter 10-19% av kroppsoverflate;S;1;S140036
T312;S14;Brannskade som omfatter 20-29% av kroppsoverflate;S;1;S140037
T313;S14;Brannskade som omfatter 30-39% av kroppsoverflate;S;1;S140038
T314;S14;Brannskade som omfatter 40-49% av kroppsoverflate;S;1;S140039
T315;S14;Brannskade som omfatter 50-59% av kroppsoverflate;S;1;S140040
T316;S14;Brannskade som omfatter 60-69% av kroppsoverflate;S;1;S140041
T317;S14;Brannskade som omfatter 70-79% av kroppsoverflate;S;1;S140042
T318;S14;Brannskade som omfatter 80-89% av kroppsoverflate;S;1;S140043
T319;S14;Brannskade som omfatter 90% eller mer av kroppsoverflate;S;1;S140044
T310;S14;Brannskade som omfatter mindre enn 10% av kroppsoverflate;S;1;S140045
T256;S14;Etseskade av andre grad på ankel eller fot;S;1;S140046
T206;S14;Etseskade av andre grad på hode eller hals;S;1;S140047
T246;S14;Etseskade av andre grad på hofte eller underekstremitet unntatt ankel og fot;S;1;S140048
T236;S14;Etseskade av andre grad på håndledd eller hånd;S;1;S140049
T226;S14;Etseskade av andre grad på skulder eller overekstremitet unntatt håndledd og hånd;S;1;S140050
T216;S14;Etseskade av andre grad på trunkus;S;1;S140051
T255;S14;Etseskade av første grad på ankel eller fot;S;1;S140052
T205;S14;Etseskade av første grad på hode eller hals;S;1;S140053
T245;S14;Etseskade av første grad på hofte eller underekstremitet unntatt ankel og fot;S;1;S140054
T235;S14;Etseskade av første grad på håndledd eller hånd;S;1;S140055
T225;S14;Etseskade av første grad på skulder eller overekstremitet unntatt håndledd og hånd;S;1;S140056
T215;S14;Etseskade av første grad på trunkus;S;1;S140057
T257;S14;Etseskade av tredje grad på ankel eller fot;S;1;S140058
T207;S14;Etseskade av tredje grad på hode eller hals;S;1;S140059
T247;S14;Etseskade av tredje grad på hofte eller underekstremitet unntatt ankel og fot;S;1;S140060
T237;S14;Etseskade av tredje grad på håndledd eller hånd;S;1;S140061
T227;S14;Etseskade av tredje grad på skulder eller overekstremitet unntatt håndledd og hånd;S;1;S140062
T217;S14;Etseskade av tredje grad på trunkus;S;1;S140063
T254;S14;Etseskade av uspesifisert grad på ankel eller fot;S;1;S140064
T204;S14;Etseskade av uspesifisert grad på hode eller hals;S;1;S140065
T244;S14;Etseskade av uspesifisert grad på hofte eller underekstremitet unntatt ankel og fot;S;1;S140066
T234;S14;Etseskade av uspesifisert grad på håndledd eller hånd;S;1;S140067
T224;S14;Etseskade av uspesifisert grad på skulder eller overekstremitet unntatt håndledd og hånd;S;1;S140068
T214;S14;Etseskade av uspesifisert grad på trunkus;S;1;S140069
T321;S14;Etseskade som omfatter 10-19% av kroppsoverflate;S;1;S140070
T322;S14;Etseskade som omfatter 20-29% av kroppsoverflate;S;1;S140071
T323;S14;Etseskade som omfatter 30-39% av kroppsoverflate;S;1;S140072
T324;S14;Etseskade som omfatter 40-49% av kroppsoverflate;S;1;S140073
T325;S14;Etseskade som omfatter 50-59% av kroppsoverflate;S;1;S140074
T326;S14;Etseskade som omfatter 60-69% av kroppsoverflate;S;1;S140075
T327;S14;Etseskade som omfatter 70-79% av kroppsoverflate;S;1;S140076
T328;S14;Etseskade som omfatter 80-89% av kroppsoverflate;S;1;S140077
T329;S14;Etseskade som omfatter 90% eller mer av kroppsoverflate;S;1;S140078
T320;S14;Etseskade som omfatter mindre enn 10% av kroppsoverflate;S;1;S140079
T141;S15;Fremmedlegeme i huden;S;1;S150000
T140;S15;Flis i huden;S;1;S150001
T140;S16;Kontusjon/slag hud;S;1;S160000
T140;S16;Bloduttredelse skade hud;S;1;S160001
T140;S16;Blåmerker skade hud;S;1;S160002
T140;S16;Ekkymose skade hud;S;1;S160003
T140;S16;Hematom skade hud;S;1;S160004
T140;S16;Klemskade hud;S;1;S160005
S200;S16;Kontusjon bryst (K);S;1;S160006
T140;S16;Kontusjon hud;S;1;S160007
T140;S16;Overflateskade hud;S;1;S160008
S201;S16;Skade bryst IKA (K);S;1;S160009
T140;S16;Skade hud kontusjon/slag;S;1;S160010
S007;S16;Flere overflateskader på hode;S;1;S160011
S500;S16;Kontusjon av albue;S;1;S160012
S900;S16;Kontusjon av ankel;S;1;S160013
S602;S16;Kontusjon av annen del av håndledd eller hånd;S;1;S160014
S801;S16;Kontusjon av annen eller uspesifisert del av legg;S;1;S160015
S501;S16;Kontusjon av annen og uspesifisert del av underarm;S;1;S160016
S202;S16;Kontusjon av brystkasse;S;1;S160017
S301;S16;Kontusjon av bukvegg;S;1;S160018
S601;S16;Kontusjon av finger med skade på negl;S;1;S160019
S600;S16;Kontusjon av finger uten skade på negl;S;1;S160020
S700;S16;Kontusjon av hofte;S;1;S160021
S800;S16;Kontusjon av kne;S;1;S160022
S701;S16;Kontusjon av lår;S;1;S160023
S300;S16;Kontusjon av nedre del av rygg og bekken;S;1;S160024
S400;S16;Kontusjon av skulder eller overarm;S;1;S160025
S100;S16;Kontusjon av strupe;S;1;S160026
S902;S16;Kontusjon av tå med skade på negl;S;1;S160027
S901;S16;Kontusjon av tå uten skade på negl;S;1;S160028
S000;S16;Overflateskade i hodebunn;S;1;S160029
S008;S16;Overflateskade på annen spesifisert del av hode;S;1;S160030
S009;S16;Overflateskade på uspesifisert del av hode;S;1;S160031
T140;S17;Skrubbsår/blemmer;S;1;S170000
T140;S17;Abrasjon hud;S;1;S170001
T140;S17;Avskrapning hud;S;1;S170002
T140;S17;Gnagsår;S;1;S170003
T140;S17;Hudavskrapning;S;1;S170004
T140;S17;Skade hud blemme (ikke varme);S;1;S170005
T140;S17;Skade hud skrubbsår;S;1;S170006
T140;S17;Sårskade hud overfladisk;S;1;S170007
T141;S18;Åpent sår/kutt;S;1;S180000
T141;S18;Kutt i huden;S;1;S180001
T141;S18;Laserasjon hud;S;1;S180002
T141;S18;Penetrasjonsskade hud;S;1;S180003
T141;S18;Skade hud flenge/dyp rift;S;1;S180004
T141;S18;Skade hud kutt/stikk;S;1;S180005
T141;S18;Stikk penetrasjon hud;S;1;S180006
T141;S18;Sårskade hud dyp;S;1;S180007
S017;S18;Flere åpne sår i hode;S;1;S180008
S917;S18;Flere åpne sår på ankel eller fot;S;1;S180009
S717;S18;Flere åpne sår på hofte eller lår;S;1;S180010
S617;S18;Flere åpne sår på håndledd eller hånd;S;1;S180011
S817;S18;Flere åpne sår på legg;S;1;S180012
S417;S18;Flere åpne sår på skulder eller overarm;S;1;S180013
S517;S18;Flere åpne sår på underarm;S;1;S180014
S318;S18;Åpent sår i annen eller uspesifisert del av bukregion;S;1;S180015
S018;S18;Åpent sår i annen spesifisert del av hode;S;1;S180016
S311;S18;Åpent sår i bukvegg;S;1;S180017
S010;S18;Åpent sår i hodebunn;S;1;S180018
S014;S18;Åpent sår i kinn og kjeveleddområde;S;1;S180019
S310;S18;Åpent sår i nedre del av rygg eller bekken;S;1;S180020
S019;S18;Åpent sår i uspesifisert del av hode;S;1;S180021
S510;S18;Åpent sår på albue;S;1;S180022
S910;S18;Åpent sår på ankel;S;1;S180023
S913;S18;Åpent sår på annen del av fot;S;1;S180024
S718;S18;Åpent sår på annen eller uspesifisert del av bekkenring;S;1;S180025
S418;S18;Åpent sår på annen eller uspesifisert del av skulderbue;S;1;S180026
S618;S18;Åpent sår på annen spesifisert del av håndledd eller hånd;S;1;S180027
S818;S18;Åpent sår på annen spesifisert del av kne eller legg;S;1;S180028
S518;S18;Åpent sår på annen spesifisert del av underarm;S;1;S180029
S611;S18;Åpent sår på finger med skade på negl;S;1;S180030
S610;S18;Åpent sår på finger uten skade på negl;S;1;S180031
S710;S18;Åpent sår på hofte;S;1;S180032
S810;S18;Åpent sår på kne;S;1;S180033
S711;S18;Åpent sår på lår;S;1;S180034
S411;S18;Åpent sår på overarm;S;1;S180035
S410;S18;Åpent sår på skulder;S;1;S180036
S912;S18;Åpent sår på tå med skade på negl;S;1;S180037
S911;S18;Åpent sår på tå uten skade på negl;S;1;S180038
S619;S18;Åpent sår på uspesifisert del av håndledd eller hånd;S;1;S180039
S519;S18;Åpent sår på uspesifisert del av underarm;S;1;S180040
S819;S18;Åpent sår på uspesifisert del på kne eller legg;S;1;S180041
T140;S19;Skade i hud/underhud IKA;S;1;S190000
T140;S19;Avrivning negl;S;1;S190001
T140;S19;Blånegl;S;1;S190002
T140;S19;Hematom neglseng;S;1;S190003
T140;S19;Negl klemskade;S;1;S190004
T140;S19;Skade negl;S;1;S190005
S408;S19;Andre spesifisert overflateskade på skulder eller overarm;S;1;S190006
S101;S19;Annen eller uspesifisert overflateskade i strupe;S;1;S190007
S204;S19;Annen overflateskade på bakside av brystkasse;S;1;S190008
S203;S19;Annen overflateskade på fremside av brystkasse;S;1;S190009
S308;S19;Annen spesifisert overflateskade i buk, nedre del av rygg eller bekken;S;1;S190010
S908;S19;Annen spesifisert overflateskade på ankel eller fot;S;1;S190011
S708;S19;Annen spesifisert overflateskade på hofte eller lår;S;1;S190012
S608;S19;Annen spesifisert overflateskade på håndledd eller hånd;S;1;S190013
S508;S19;Annen spesifisert overflateskade på underarm;S;1;S190014
S808;S19;Annen spesifisert overflateskader på kne eller legg;S;1;S190015
S307;S19;Flere overflateskader i buk, nedre del av rygg eller bekken;S;1;S190016
S907;S19;Flere overflateskader på ankel eller fot;S;1;S190017
S207;S19;Flere overflateskader på brystkasse;S;1;S190018
S107;S19;Flere overflateskader på hals;S;1;S190019
S707;S19;Flere overflateskader på hofte eller lår;S;1;S190020
S607;S19;Flere overflateskader på håndledd eller hånd;S;1;S190021
S807;S19;Flere overflateskader på legg;S;1;S190022
S407;S19;Flere overflateskader på skulder eller overarm;S;1;S190023
S507;S19;Flere overflateskader på underarm;S;1;S190024
S903;S19;Kontusjon av annen eller uspesifisert del av fot;S;1;S190025
S309;S19;Overflateskade i uspesifisert del i buk, nedre del av rygg eller bekken;S;1;S190026
S208;S19;Overflateskade på annen eller uspesifisert del av brystkasse;S;1;S190027
S108;S19;Overflateskade på annen spesifisert del av hals;S;1;S190028
S109;S19;Overflateskade på uspesifisert del av hals;S;1;S190029
S909;S19;Uspesifisert overflateskade på ankel eller fot;S;1;S190030
S709;S19;Uspesifisert overflateskade på hofte eller lår;S;1;S190031
S609;S19;Uspesifisert overflateskade på håndledd eller hånd;S;1;S190032
S809;S19;Uspesifisert overflateskade på kne eller legg;S;1;S190033
S409;S19;Uspesifisert overflateskade på skulder eller overarm;S;1;S190034
S509;S19;Uspesifisert overflateskade på underarm;S;1;S190035
L84;S20;Liktorn/fortykket underhud;S;1;S200000
L84;S20;Clavus;S;1;S200001
L84;S20;Forhorning hud;S;1;S200002
L84;S20;Hornhud;S;1;S200003
L84;S20;Ilke;S;1;S200004
L84;S20;Kallus;S;1;S200005
L84;S20;Liktorn;S;1;S200006
L84;S20;Underhud fortykket;S;1;S200007
R234;S21;Hudstruktur symptomer/plager;S;1;S210000
R234;S21;Flassende hud;S;1;S210001
R234;S21;Hudavskalling;S;1;S210002
R234;S21;Indurasjon hud;S;1;S210003
R234;S21;Rynker;S;1;S210004
R234;S21;Skjellende hud;S;1;S210005
R234;S21;Tørr hud;S;1;S210006
